,Id,Partner,PartnerExposureDate,Total Impressions,LogoImpressions,FollowerInteractionRate,BrandExposureValue,Engagement,ServiceType
4445,-101136442,Rakuten,2/14/2023 6:31:04 AM,190386.0,37894.0,0.0002151893574541,22.96079,1758,Twitter
4447,-1500220320,Rakuten,2/14/2023 6:45:00 AM,134524.0,23195.0,0.0001604701051905,307.6734,1311,Twitter
4451,-839492180,Rakuten,2/14/2023 6:45:01 AM,169295.0,78726.0,0.0003942856283059,962.2657,4612,Facebook
4455,-153387997,Rakuten,2/14/2023 6:59:30 AM,141263.0,21088.0,0.0001603559853912,16.06449,1310,Twitter
4456,-1049814903,Rakuten,2/14/2023 7:00:22 AM,75943.0,21711.0,0.0002197979944437,14.32841,2571,Facebook
4457,-1911609721,Rakuten,2/14/2023 7:23:28 AM,557152.0,0.0,0.0007410381236244,730.4521,8668,Facebook
4458,432224133,Rakuten,2/14/2023 7:49:24 AM,444407.0,230616.0,0.001194825659411,71.80331,13976,Facebook
4468,-1743742115,Rakuten,2/14/2023 9:32:45 AM,19232.0,4093.0,0.0064447609162663,18.87626,267,Twitter
4474,422465531,Rakuten,2/14/2023 9:52:04 AM,17051.0,17051.0,0.004711623406672,0.1913218,672,Instagram
4480,-283067479,Rakuten,2/14/2023 10:12:42 AM,795.0,140.0,0.0005550996765941,4.938323,23,Twitter
4481,810187228,Rakuten,2/14/2023 10:21:21 AM,914.0,161.0,0.0008688516677125,7.438313,36,Twitter
4482,-2032356220,Rakuten,2/14/2023 10:23:16 AM,762.0,134.0,0.0004827070209736,4.42526,20,Twitter
4483,939036237,Rakuten,2/14/2023 11:11:23 AM,118888.0,28208.0,0.0188465250965251,2.33619,781,Twitter
4491,-533302209,Rakuten,2/14/2023 11:31:50 AM,57965.0,57965.0,0.0464571676973343,5.112711,6626,Instagram
4499,-213270917,Rakuten,2/14/2023 11:53:35 AM,23072.0,23072.0,0.0100612791496642,28.9267,1435,Instagram
4500,1935011182,Rakuten,2/14/2023 3:20:00 PM,131904.0,23142.0,0.0002183590245863,128.7576,1784,Twitter
4501,-348704541,Rakuten,2/14/2023 3:20:00 PM,443238.0,0.0,0.0007242532954508,315.3957,8472,Facebook
4502,-1759242159,Rakuten,2/14/2023 3:20:54 PM,454818.0,0.0,0.0018250580635656,546.3785,51338,Instagram
4503,37633027,Rakuten,2/14/2023 5:20:19 PM,2619404.0,0.0,0.0123185198067397,17174.59,346514,Instagram
4504,802308416,Rakuten,2/14/2023 6:00:01 PM,338600.0,51994.0,0.0006171111633598,692.4813,5042,Twitter
4506,-1398201618,Rakuten,2/14/2023 6:46:05 PM,399242.0,70043.0,0.0,140.3603,0,Instagram Story
4507,591492732,Rakuten,2/14/2023 6:49:22 PM,138359.0,24274.0,0.0001898333762324,169.9552,1551,Twitter
4508,204215480,Rakuten,2/14/2023 6:49:27 PM,392524.0,0.0,0.0006500498180604,531.0103,7604,Facebook
4509,-1383886988,Rakuten,2/14/2023 6:49:34 PM,407522.0,71496.0,0.0012737154809204,705.9427,35829,Instagram
4510,-1555533204,Rakuten,2/14/2023 8:00:01 PM,103955.0,14852.0,9.24072907026883e-05,15.55371,755,Twitter
4523,-319262309,Rakuten,2/14/2023 8:00:02 PM,861152.0,490063.0,0.0019120218609599,417.0956,22366,Facebook
4535,1707294267,Rakuten,2/14/2023 9:00:02 PM,4553.0,0.0,8.54874679218963e-07,1.662066,10,Facebook
4536,-1599699886,Rakuten,2/14/2023 11:15:29 PM,13152.0,2308.0,0.0019750945395861,11.29565,82,Twitter
4537,1713430703,Rakuten,2/15/2023 2:40:29 AM,272477.0,47803.0,0.0005589222383373,429.9131,4567,Twitter
4538,-1628930264,Rakuten,2/15/2023 2:41:27 AM,606105.0,0.0,0.0013113777579218,733.2617,15340,Facebook
4539,670268414,Rakuten,2/15/2023 2:42:54 AM,360219.0,63197.0,0.0,151.9238,0,Instagram Story
4540,474834381,Rakuten,2/15/2023 2:45:27 AM,14010.0,2458.0,0.0026009681381403,37.41761,108,Twitter
4541,-2097067976,Rakuten,2/15/2023 3:36:59 AM,347894.0,61035.0,0.0,405.7602,0,Instagram Story
4542,-1045511750,Rakuten,2/15/2023 3:37:45 AM,9914.0,1740.0,0.0012521672124831,16.65343,52,Twitter
4543,508980070,Rakuten,2/15/2023 4:08:25 AM,779574.0,136768.0,0.0014583137775772,727.6944,11916,Twitter
4544,1707324394,Rakuten,2/15/2023 4:10:01 AM,10579.0,1856.0,0.0015169756802311,7.277473,63,Twitter
4545,1872087265,Rakuten,2/15/2023 4:10:10 AM,352409.0,61827.0,0.0005108257362181,343.3668,4174,Twitter
4546,-2098208218,Rakuten,2/15/2023 4:11:17 AM,958344.0,0.0,0.0017836960181903,716.5926,20865,Facebook
4547,-680805207,Rakuten,2/15/2023 4:14:28 AM,332495.0,58333.0,0.0,177.3339,0,Instagram Story
4548,-1615362822,Rakuten,2/15/2023 4:16:42 AM,1354899.0,452482.0,0.0062761617050616,2165.943,176609,Instagram
4549,-1466176721,Rakuten,2/15/2023 4:19:57 AM,612318.0,132227.0,0.0021139921031714,216.5123,59487,Instagram
4550,1846395237,Rakuten,2/15/2023 4:41:24 AM,24307.0,5942.0,0.0051289460377085,2.613594,213,Twitter
4551,1855111527,Rakuten,2/15/2023 5:12:00 AM,15381.0,3187.0,0.0020226342403082,0.6482078,84,Twitter
4552,311991857,Rakuten,2/15/2023 5:28:33 AM,710486.0,124647.0,0.0008058865823249,696.7657,6585,Twitter
4553,290677007,Rakuten,2/15/2023 5:29:14 AM,960465.0,0.0,0.0018458454073695,749.2303,21592,Facebook
4554,-1852586776,Rakuten,2/15/2023 5:29:39 AM,1144122.0,200724.0,0.004182141420304,1963.27,117684,Instagram
4555,-1810923127,Rakuten,2/15/2023 5:33:10 AM,318130.0,55813.0,0.0,223.6234,0,Instagram Story
4556,1520710454,Rakuten,2/15/2023 5:34:15 AM,290957.0,51046.0,0.0002554112739539,344.3873,2087,Twitter
4557,717976719,Rakuten,2/15/2023 5:38:56 AM,13083.0,2296.0,0.0017577231465652,7.24999,73,Twitter
4558,2027297129,Rakuten,2/15/2023 5:48:50 AM,18763.0,3292.0,0.006649587725561,20.07022,950,Instagram
4559,-1903671886,Rakuten,2/15/2023 10:16:00 AM,30749.0,5395.0,0.0053672860306151,34.29533,223,Twitter
4560,1266543788,Rakuten,2/15/2023 6:43:05 PM,284512.0,284512.0,0.0695973348783314,104.1858,1922,Instagram
4562,-198604322,Rakuten,2/15/2023 6:49:10 PM,118109.0,13930.0,0.0646735051288466,69.97493,517,Twitter
4564,600687938,Rakuten,2/15/2023 10:56:00 PM,17661.0,3099.0,0.0033439988452378,28.23872,139,Twitter
4565,108868381,Rakuten,2/16/2023 12:45:00 AM,140064.0,19706.0,0.0001342300274406,0.443523,1097,Twitter
4570,-861932073,Rakuten,2/16/2023 12:45:00 AM,439245.0,189117.0,0.0011839686372264,23.49137,13850,Facebook
4575,175133236,Rakuten,2/16/2023 7:29:19 PM,563506.0,258401.0,0.0015475002566629,120.2775,18103,Facebook
4589,-480919182,Rakuten,2/16/2023 7:29:50 PM,165657.0,27606.0,0.0001789788540704,13.91393,1463,Twitter
4604,-1899629803,Rakuten,2/16/2023 7:30:04 PM,17675.0,17675.0,0.0002848484848484,1.982718,470,YouTube
4619,-1962539436,Rakuten,2/16/2023 8:16:07 PM,4726.0,4726.0,0.0021907518973476,0.02037637,224,Instagram
4622,337673832,Rakuten,2/17/2023 12:32:51 AM,182638.0,66094.0,0.0005117202837423,216.0017,5986,Facebook
4623,1474142453,Rakuten,2/17/2023 12:51:00 AM,21672.0,21672.0,0.0007381818181818,39.48959,1218,YouTube
4624,-978556714,Rakuten,2/17/2023 12:51:00 AM,319579.0,52011.0,0.0002830765948503,167.5409,2314,Twitter
4625,1957507338,Rakuten,2/17/2023 9:33:00 PM,136400.0,22360.0,0.0001294099371664,1.553372,1058,Twitter
4629,1772990523,Rakuten,2/17/2023 9:33:00 PM,395512.0,208137.0,0.0009496560072217,26.82829,11109,Facebook
4632,2007966626,Rakuten,2/18/2023 2:17:09 AM,30289.0,5314.0,0.0186929531251086,16.00682,2689,Instagram
4633,1389248433,Rakuten,2/18/2023 2:22:03 AM,6628.0,6628.0,0.0029404761904761,3.589665,247,Instagram
4636,-1261054636,Rakuten,2/18/2023 3:11:00 AM,32444.0,5692.0,0.0066061304890938,12.25763,275,Twitter
4637,683190566,Rakuten,2/18/2023 6:45:00 AM,158765.0,24027.0,0.0001193766678791,30.8946,976,Twitter
4644,-928243168,Rakuten,2/18/2023 6:45:01 AM,309042.0,120502.0,0.0005615528230659,215.8726,6569,Facebook
4650,2012701149,Rakuten,2/18/2023 10:33:00 AM,23274.0,4084.0,0.0031937373931418,114.4657,133,Twitter
4651,-705798400,Rakuten,2/18/2023 4:02:00 PM,141076.0,23233.0,0.00011312510487,20.4452,925,Twitter
4662,881475798,Rakuten,2/18/2023 4:02:00 PM,14979.0,14979.0,0.0003612121212121,12.48823,596,YouTube
4668,52023276,Rakuten,2/18/2023 4:02:06 PM,82548.0,15833.0,0.0002164461457711,20.80924,2532,Facebook
4676,-386761730,Rakuten,2/19/2023 3:22:00 PM,602301.0,105667.0,0.0019535897119256,1838.152,15978,Twitter
4677,-227261162,Rakuten,2/19/2023 3:22:01 PM,1138815.0,0.0,0.0027050248375202,1960.993,31644,Facebook
4678,-835853627,Rakuten,2/20/2023 1:37:05 AM,1569939.0,275428.0,0.0094938699012553,5809.884,267959,Instagram
4679,739251706,Rakuten,2/20/2023 6:24:49 PM,46324.0,46324.0,0.0011710843373494,7.786604,1944,YouTube
4695,-1960689293,Rakuten,2/20/2023 6:33:25 PM,170355.0,170355.0,0.0,1.534516,17484,TikTok
4698,1014888132,Rakuten,2/20/2023 7:45:00 PM,84217.0,30266.0,0.0002122525543821,5.040699,2483,Facebook
4712,-779131290,Rakuten,2/20/2023 7:45:00 PM,290266.0,55404.0,0.0003793820057794,31.96096,3104,Twitter
4723,-1314219139,Rakuten,2/21/2023 12:15:36 AM,172494.0,0.0,0.000169397726306,500.32,1386,Twitter
4729,831648739,Rakuten,2/21/2023 12:15:56 AM,293344.0,0.0,0.0006324000118991,2186.116,7398,Facebook
4734,-461486390,Rakuten,2/21/2023 12:32:02 AM,1201227.0,0.0,0.0063561668749293,358.8606,179498,Instagram
4735,-736320634,Rakuten,2/21/2023 1:15:48 AM,1361715.0,0.0,0.0017293977616561,322.5879,20231,Facebook
4736,-1450816395,Rakuten,2/21/2023 5:26:43 PM,270300.0,53304.0,0.0004149879065729,2.343783,3396,Twitter
4749,1788526351,Rakuten,2/21/2023 5:29:10 PM,99545.0,44176.0,0.0003473960639102,1.815991,4064,Facebook
4762,-2069839166,Rakuten,2/21/2023 5:38:03 PM,1979390.0,2142481.0,0.0100916205746935,17535.73,285054,Instagram
4763,-224068128,Rakuten,2/21/2023 6:03:56 PM,7959.0,1397.0,0.0,0.6049372,0,Instagram Story
4766,-554706176,Rakuten,2/21/2023 9:00:01 PM,147690.0,23224.0,0.0001301336662148,0.501431,1065,Twitter
4768,-1208914993,Rakuten,2/22/2023 1:30:00 AM,226115.0,31244.0,0.0003080604047676,73.95099,2521,Twitter
4774,-2042469014,Rakuten,2/22/2023 1:30:01 AM,98843.0,29624.0,0.0003745831885834,74.48347,4382,Facebook
4779,1510831937,Rakuten,2/22/2023 1:33:40 AM,698562.0,698562.0,0.0027858825494709,594.3503,78715,Instagram
4782,-44194883,Rakuten,2/22/2023 1:35:55 AM,100822.0,100822.0,0.0,69.15594,14770,TikTok
4785,-1901247518,Rakuten,2/22/2023 1:45:02 AM,34448.0,34448.0,0.0020897590361445,37.91448,3469,YouTube
4786,11948556,Rakuten,2/22/2023 3:11:00 AM,15785.0,2770.0,0.0029246074553517,31.74769,122,Twitter
4787,-1431156116,Rakuten,2/22/2023 10:28:00 AM,16164.0,2836.0,0.0052482745398773,20.48951,219,Twitter
4788,1904451558,Rakuten,2/22/2023 6:45:00 PM,419943.0,73675.0,0.0009162959943937,1325.533,7500,Twitter
4789,-1970146582,Rakuten,2/22/2023 6:47:15 PM,812152.0,0.0,0.0010196176382567,1624.086,11928,Facebook
4790,-616345672,Rakuten,2/22/2023 9:04:10 PM,1557680.0,861154.0,0.0054064607427616,7628.209,153606,Instagram
4791,-1150950953,Rakuten,2/22/2023 10:01:50 PM,83420.0,83420.0,0.0009596385542168,1.189138,1593,YouTube
4814,-1278768916,Rakuten,2/22/2023 10:56:38 PM,44681.0,7839.0,0.0126266861537724,190.3424,527,Twitter
4815,1261488438,Rakuten,2/22/2023 10:58:06 PM,37714.0,6617.0,0.0256590007282528,243.642,3770,Instagram
4816,536814306,Rakuten,2/23/2023 12:32:26 AM,17519.0,3074.0,0.0034497628288055,35.0459,144,Twitter
4817,-1700678741,Rakuten,2/23/2023 1:19:13 AM,268457.0,47098.0,0.0005220167560903,1203.161,4273,Twitter
4818,2123928567,Rakuten,2/23/2023 1:49:19 AM,67241.0,11797.0,0.0556262633824961,310.9388,8173,Instagram
4819,-159446519,Rakuten,2/23/2023 11:47:00 AM,13895.0,2438.0,0.0028743891922966,20.90658,120,Twitter
4820,1568273340,Rakuten,2/23/2023 5:32:00 PM,97920.0,0.0,0.0552442918248087,187.0513,917,Twitter
4822,1394692857,Rakuten,2/23/2023 5:32:02 PM,693526.0,0.0,0.0027082494030747,6310.648,31683,Facebook
4823,-1605671701,Rakuten,2/23/2023 5:32:06 PM,703471.0,123416.0,0.0032518592636984,5254.846,91953,Instagram
4824,-175128856,Rakuten,2/23/2023 5:33:02 PM,12825.0,0.0,0.0337104377104377,75.22257,2503,Instagram
4826,1371386371,Rakuten,2/23/2023 5:33:51 PM,3092.0,0.0,0.0020761741122565,11.53215,87,Facebook
4828,-870399033,Rakuten,2/23/2023 5:45:46 PM,430828.0,75584.0,0.0013097181009808,3065.817,10723,Twitter
4829,-1537820897,Rakuten,2/23/2023 5:52:35 PM,635.0,112.0,0.0,0.01611589,0,Twitter
4830,-1402583416,Rakuten,2/23/2023 6:05:00 PM,126404.0,20480.0,0.0002262039712476,11.1639,1852,Twitter
4833,1947933185,Rakuten,2/23/2023 6:06:02 PM,86557.0,31213.0,0.0002850743856091,6.549969,3335,Facebook
4836,-559665350,Rakuten,2/23/2023 6:32:00 PM,133350.0,23395.0,0.000195425074576,206.3722,1600,Twitter
4837,-1969523259,Rakuten,2/23/2023 6:32:03 PM,817870.0,143486.0,0.0030720314782438,1984.621,86868,Instagram
4838,809340115,Rakuten,2/23/2023 6:32:04 PM,467918.0,0.0,0.0007871814144151,677.2431,9209,Facebook
4839,-98266543,Rakuten,2/23/2023 7:28:03 PM,416456.0,73063.0,0.0,306.2155,0,Instagram Story
4840,26318776,Rakuten,2/23/2023 7:45:00 PM,8755.0,8755.0,0.0002475903614457,14.95931,411,YouTube
4844,-474938075,Rakuten,2/23/2023 7:45:00 PM,96103.0,12072.0,8.62280808462761e-05,26.361,706,Twitter
4848,-1338519347,Rakuten,2/23/2023 7:45:00 PM,54153.0,11677.0,0.000164120785718,35.40321,1920,Facebook
4852,1670913254,Rakuten,2/23/2023 7:52:48 PM,6181.0,1085.0,0.0,3.727547,0,Instagram Story
4853,-1977989276,Rakuten,2/23/2023 10:04:51 PM,31810.0,5581.0,0.0187892853034906,234.6802,2777,Instagram
4854,-1163959678,Rakuten,2/23/2023 10:13:31 PM,367257.0,64432.0,0.0,185.542,0,Instagram Story
4855,-753890962,Rakuten,2/23/2023 11:11:00 PM,13637.0,2393.0,0.0035916099990422,51.61949,150,Twitter
4856,200240153,Rakuten,2/23/2023 11:14:01 PM,5449.0,956.0,0.0,0.1231907,0,Instagram Story
4858,-321791921,Rakuten,2/23/2023 11:15:00 PM,12579.0,2596.0,0.0026577913992912,0.3194013,111,Twitter
4861,-280522455,Rakuten,2/24/2023 2:41:03 AM,192989.0,33858.0,0.000388616207543,309.1049,3182,Twitter
4862,855105398,Rakuten,2/24/2023 2:41:05 AM,10900.0,1913.0,0.0023465185327076,34.61197,98,Twitter
4863,1510293918,Rakuten,2/24/2023 2:41:40 AM,843970.0,0.0,0.0016431922876043,911.6136,19223,Facebook
4864,-1051653280,Rakuten,2/24/2023 2:42:26 AM,337096.0,59140.0,0.0,124.145,0,Instagram Story
4865,-148217178,Rakuten,2/24/2023 3:32:09 AM,9243.0,1598.0,0.0014366439996168,0.05843484,60,Twitter
4866,791807743,Rakuten,2/24/2023 3:33:39 AM,6794.0,1192.0,0.0009098745330907,11.40413,38,Twitter
4867,1424823562,Rakuten,2/24/2023 3:34:15 AM,140039.0,44066.0,0.0001044188595848,2.597524,855,Twitter
4868,1071562203,Rakuten,2/24/2023 3:34:49 AM,328056.0,57554.0,0.0,443.7489,0,Instagram Story
4869,-277902368,Rakuten,2/24/2023 4:09:28 AM,258172.0,45294.0,0.0003899482503377,193.4843,3193,Twitter
4870,333828901,Rakuten,2/24/2023 4:12:14 AM,11854.0,2509.0,0.0019634604793716,0.5859998,82,Twitter
4871,-85826577,Rakuten,2/24/2023 4:13:37 AM,324640.0,56955.0,0.0,122.105,0,Instagram Story
4872,1270148949,Rakuten,2/24/2023 4:14:17 AM,6880.0,1208.0,0.0012451212796015,6.931234,52,Twitter
4873,-1149526963,Rakuten,2/24/2023 4:19:59 AM,133905.0,23493.0,0.0002178768172837,134.7756,1784,Twitter
4874,687167982,Rakuten,2/24/2023 4:25:20 AM,1143955.0,396596.0,0.0049635776813827,1861.724,141023,Instagram
4875,1597369857,Rakuten,2/24/2023 4:44:42 AM,111576.0,9885.0,6.7047989384679e-05,0.3548366,549,Twitter
4877,-158707759,Rakuten,2/24/2023 5:00:47 AM,322174.0,56522.0,0.0,1.846745,0,Instagram Story
4879,1564133356,Rakuten,2/24/2023 5:03:08 AM,270544.0,47464.0,0.0001748857899311,52.76306,1432,Twitter
4880,2144569448,Rakuten,2/24/2023 5:05:03 AM,230064.0,40363.0,0.0,8.489094,0,Twitter
4881,-1769471773,Rakuten,2/24/2023 5:05:59 AM,131830.0,16200.0,8.51224725525824e-05,2.941311,697,Twitter
4883,-859015828,Rakuten,2/24/2023 5:07:12 AM,103626.0,46273.0,0.0002565270798054,10.97329,3001,Facebook
4885,426572163,Rakuten,2/24/2023 5:21:42 AM,31775.0,5673.0,0.0024904214559387,1.097027,104,Twitter
4887,1561754482,Rakuten,2/24/2023 5:29:15 AM,676790.0,118736.0,0.0007027153708423,508.5089,5754,Twitter
4888,822884075,Rakuten,2/24/2023 5:29:42 AM,8961.0,1573.0,0.0015565134099616,28.61281,65,Twitter
4889,-893339235,Rakuten,2/24/2023 5:30:05 AM,1160481.0,0.0,0.0020137503985529,1435.529,23558,Facebook
4890,-698914645,Rakuten,2/24/2023 5:30:07 AM,1323994.0,232280.0,0.0048112588803171,1920.829,136092,Instagram
4891,-265380873,Rakuten,2/24/2023 5:30:35 AM,313460.0,54993.0,0.0,173.5368,0,Instagram Story
4892,-974171156,Rakuten,2/24/2023 5:34:09 AM,317055.0,55624.0,0.0002596404334163,153.6448,2126,Twitter
4893,-1253681385,Rakuten,2/24/2023 5:41:05 AM,15857.0,2782.0,0.0015085845645458,3.540981,63,Twitter
4894,1277952245,Rakuten,2/24/2023 5:47:19 AM,21154.0,3712.0,0.0084687386036711,100.2826,1254,Instagram
4895,-129383894,Rakuten,2/24/2023 7:00:00 AM,110016.0,14864.0,8.29224155165303e-05,1.339125,679,Twitter
4897,1532957933,Rakuten,2/24/2023 7:00:01 AM,65393.0,21372.0,0.0001883990949321,0.9194836,2204,Facebook
4899,-429920096,Rakuten,2/24/2023 7:34:00 AM,18051.0,4146.0,0.0028495486219199,0.1012329,119,Twitter
4900,2138725069,Rakuten,2/24/2023 9:32:00 AM,12965.0,3031.0,0.0020115424219928,0.1826464,84,Twitter
4902,1734106809,Rakuten,2/24/2023 10:40:00 AM,11173.0,2840.0,0.0018439138868267,0.1135411,77,Twitter
4903,-752016236,Rakuten,2/24/2023 11:48:00 AM,9596.0,1684.0,0.0020114460860611,13.08695,84,Twitter
4904,1762348093,Rakuten,2/24/2023 4:45:00 PM,344394.0,46079.0,0.0005847791832775,408.5649,4789,Twitter
4905,-1992566365,Rakuten,2/24/2023 5:00:02 PM,2300.0,404.0,0.0015400294417393,4.063552,68,Twitter
4906,-1608889099,Rakuten,2/24/2023 5:00:05 PM,20507.0,0.0,0.0057021323408078,12.90176,311,Facebook
4907,1566245866,Rakuten,2/24/2023 5:00:10 PM,16896.0,2965.0,0.0300096805421104,35.49321,3069,Instagram
4908,-1037780425,Rakuten,2/24/2023 6:08:00 PM,131723.0,23110.0,0.0001743690660485,120.069,1428,Twitter
4909,-1918040586,Rakuten,2/24/2023 6:08:36 PM,368151.0,64588.0,0.0009747140899343,436.1837,27578,Instagram
4910,-2075932504,Rakuten,2/24/2023 6:09:01 PM,303230.0,0.0,0.0005544183492471,298.5543,6486,Facebook
4911,1318825912,Rakuten,2/24/2023 7:04:19 PM,363682.0,63804.0,0.0,111.0415,0,Instagram Story
4912,-1999564437,Rakuten,2/24/2023 7:48:02 PM,2836.0,498.0,0.0,0.8705401,0,Instagram Story
4913,-1238433673,Rakuten,2/24/2023 8:20:11 PM,4521.0,794.0,0.0,0.2727635,0,Instagram Story
4914,1619146745,Rakuten,2/24/2023 11:39:45 PM,9623.0,1342.0,0.001460867899224,0.07022338,61,Twitter
4916,-1325971512,Rakuten,2/25/2023 12:48:52 AM,367973.0,64557.0,0.0,569.5547,0,Instagram Story
4918,1776868149,Rakuten,2/25/2023 1:05:19 AM,230113.0,0.0,0.0,148.653,0,Twitter
4921,1830587183,Rakuten,2/25/2023 1:07:40 AM,0.0,0.0,2.53875273557018e-05,31.779,297,Facebook
4924,1734506990,Rakuten,2/25/2023 1:10:39 AM,230113.0,0.0,0.0,148.653,0,Twitter
4926,-1707091200,Rakuten,2/25/2023 1:13:55 AM,11072.0,1817.0,0.0028738384902768,22.2686,120,Twitter
4932,1426599245,Rakuten,2/25/2023 1:15:23 AM,9875.0,0.0,0.0010365126239414,0.02135936,106,Instagram
4933,158337929,Rakuten,2/25/2023 1:20:22 AM,47656.0,16952.0,0.0318132643893137,1.184911,1735,Facebook
4936,-1688330785,Rakuten,2/25/2023 1:23:39 AM,9166.0,1609.0,0.0,0.1093347,0,Twitter
4937,230081227,Rakuten,2/25/2023 1:25:48 AM,610491.0,0.0,0.0019456514940765,1920.152,55279,Instagram
4939,2121009371,Rakuten,2/25/2023 1:26:22 AM,70803.0,0.0,7.41148827080088e-05,127.6837,607,Twitter
4942,-33621023,Rakuten,2/25/2023 1:27:17 AM,421276.0,0.0,0.0004338959220792,846.0295,5076,Facebook
4944,-2007861702,Rakuten,2/25/2023 1:40:17 AM,181958.0,32834.0,0.000112454061417,28.82562,921,Twitter
4946,879158494,Rakuten,2/25/2023 2:21:45 AM,5741.0,5741.0,0.0040482662859601,0.1322492,414,Instagram
4947,1486890142,Rakuten,2/25/2023 2:24:28 AM,1997.0,357.0,0.0007474349391859,0.04384626,33,Twitter
4948,310654171,Rakuten,2/25/2023 2:41:10 AM,9772.0,1715.0,0.0017243856875987,26.11896,72,Twitter
4949,1249931749,Rakuten,2/25/2023 2:41:45 AM,106998.0,19198.0,9.14523549714001e-05,21.87026,749,Twitter
4951,1439448379,Rakuten,2/25/2023 2:46:46 AM,199341.0,34973.0,0.0004387024176373,301.3771,3593,Twitter
4952,179422875,Rakuten,2/25/2023 2:47:39 AM,457330.0,0.0,0.0011909058286856,593.9835,13932,Facebook
4953,-173334238,Rakuten,2/25/2023 2:49:11 AM,350731.0,61532.0,0.0,120.764,0,Instagram Story
4954,-379489259,Rakuten,2/25/2023 2:54:46 AM,90507.0,15575.0,0.0001039061889505,28.89506,851,Twitter
4957,-1523612253,Rakuten,2/25/2023 2:59:38 AM,341197.0,59860.0,0.0,8.580626,0,Instagram Story
4963,626372772,Rakuten,2/25/2023 3:14:40 AM,11647.0,1529.0,0.0019397945254687,0.7856279,81,Twitter
4964,602263879,Rakuten,2/25/2023 3:14:50 AM,91545.0,15329.0,0.0001131820592639,86.21017,927,Twitter
4966,-1948864647,Rakuten,2/25/2023 3:25:27 AM,104964.0,19034.0,0.0001194113970486,107.2908,978,Twitter
4969,1602644353,Rakuten,2/25/2023 3:29:20 AM,101530.0,26099.0,0.0001634844980922,36.66818,1339,Twitter
4971,74249492,Rakuten,2/25/2023 3:39:34 AM,17574.0,3784.0,0.0043106545010417,15.74319,180,Twitter
4972,810360701,Rakuten,2/25/2023 3:39:52 AM,6635.0,1165.0,0.0012931963503125,10.03362,54,Twitter
4973,-505514695,Rakuten,2/25/2023 3:41:39 AM,382826.0,67163.0,0.0013677304977528,2689.852,11202,Twitter
4974,1910780351,Rakuten,2/25/2023 3:41:44 AM,1385724.0,0.0,0.0029975233056646,5679.899,35067,Facebook
4975,661929102,Rakuten,2/25/2023 3:43:38 AM,191890.0,33665.0,0.0342218071221592,352.4882,1429,Twitter
4976,-489534589,Rakuten,2/25/2023 3:45:15 AM,104054.0,23215.0,0.0001868082600019,282.6964,1530,Twitter
4978,-844920599,Rakuten,2/25/2023 3:49:51 AM,190044.0,49449.0,0.0002053664625333,222.1021,1682,Twitter
4980,-777102280,Rakuten,2/25/2023 3:55:54 AM,129467.0,26878.0,0.0002803332889309,38.42363,2296,Twitter
4985,-399975754,Rakuten,2/25/2023 3:57:30 AM,328879.0,57699.0,0.0,4.889105,0,Instagram Story
4986,-1604507152,Rakuten,2/25/2023 3:58:40 AM,208233.0,105515.0,0.0005899822013772,372.9633,6902,Facebook
4987,-115968270,Rakuten,2/25/2023 3:58:43 AM,855092.0,484217.0,0.0032846133808266,1351.552,93321,Instagram
4988,512198008,Rakuten,2/25/2023 4:02:34 AM,118792.0,48479.0,0.0004885175718445,31.41012,5715,Facebook
4992,516118729,Rakuten,2/25/2023 4:02:41 AM,18786.0,3601.0,0.0038076536232578,21.37212,159,Twitter
4994,446157171,Rakuten,2/25/2023 4:03:34 AM,323618.0,56776.0,0.0,29.36227,0,Instagram Story
4998,70413763,Rakuten,2/25/2023 4:07:32 AM,92702.0,20025.0,0.0001371106691879,113.6392,1123,Twitter
4999,-992058749,Rakuten,2/25/2023 4:08:13 AM,11344.0,2029.0,0.0017002730015805,6.064667,71,Twitter
5000,-191262685,Rakuten,2/25/2023 4:09:45 AM,191000.0,33509.0,0.0004721454916271,145.4086,3867,Twitter
5001,-405450011,Rakuten,2/25/2023 4:11:31 AM,15752.0,3097.0,0.0038076536232578,3.474135,159,Twitter
5008,95748539,Rakuten,2/25/2023 4:11:46 AM,320644.0,56254.0,0.0,42.44438,0,Instagram Story
5009,540093118,Rakuten,2/25/2023 4:12:34 AM,152015.0,51003.0,0.0003187925977604,301.7988,2611,Twitter
5010,1376101817,Rakuten,2/25/2023 4:12:45 AM,7055.0,1238.0,0.0013170813477334,6.431676,55,Twitter
5011,1683565535,Rakuten,2/25/2023 4:16:06 AM,238313.0,136065.0,0.0009829332561051,648.2374,11499,Facebook
5012,1746447701,Rakuten,2/25/2023 4:20:32 AM,123706.0,26538.0,0.0002375979603204,42.81944,1946,Twitter
5013,1363611177,Rakuten,2/25/2023 4:24:18 AM,3206578.0,3206578.0,0.0126938279300182,879.9917,359280,Instagram
5014,1251169999,Rakuten,2/25/2023 4:28:21 AM,227175.0,227175.0,0.0,45.16328,29495,TikTok
5015,-63670676,Rakuten,2/25/2023 4:33:47 AM,171870.0,30153.0,0.0005375848484829,128.1293,4403,Twitter
5016,226764040,Rakuten,2/25/2023 4:41:43 AM,98856.0,28859.0,0.0001263666985778,240.6617,1035,Twitter
5019,-123153034,Rakuten,2/25/2023 4:41:56 AM,10637.0,2252.0,0.0019877382891081,4.909932,83,Twitter
