,Id,Partner,PartnerExposureDate,Total Impressions,LogoImpressions,FollowerInteractionRate,BrandExposureValue,Engagement,ServiceType
1150,1256251119,Rakuten,1/13/2023 11:29:00 PM,5839.0,1025.0,0.0007765142026952,6.691908,31,Twitter
1151,-1726139433,Rakuten,1/14/2023 12:04:58 AM,385627.0,67654.0,0.0012504951936253,638.954,10120,Twitter
1152,-581717826,Rakuten,1/14/2023 12:05:01 AM,586510.0,0.0,0.0020296657409743,1079.392,23718,Facebook
1153,-1585476534,Rakuten,1/14/2023 12:05:03 AM,452416.0,79372.0,0.0,161.4292,0,Instagram Story
1154,2088550681,Rakuten,1/14/2023 12:05:21 AM,5989.0,1051.0,0.0019786605219656,7.26459,79,Twitter
1155,1512186413,Rakuten,1/14/2023 12:51:16 AM,58029.0,14657.0,0.0001343146831155,1.829202,1087,Twitter
1156,-689622945,Rakuten,1/14/2023 12:52:32 AM,72249.0,15400.0,0.000215249420575,5.060179,1742,Twitter
1157,2051120084,Rakuten,1/14/2023 1:01:23 AM,17392.0,5384.0,0.0050847882173183,0.3299052,203,Twitter
1158,-1007543591,Rakuten,1/14/2023 1:06:32 AM,87702.0,30342.0,0.0001488944555782,12.64926,1205,Twitter
1159,1300111152,Rakuten,1/14/2023 1:45:00 AM,3630.0,637.0,0.0011741518849331,2.75883,56,Twitter
1161,1404501312,Rakuten,1/14/2023 1:50:17 AM,8707.0,2194.0,0.0021540927762749,3.623824,86,Twitter
1162,367365420,Rakuten,1/14/2023 1:51:26 AM,2085050.0,1454068.0,0.0086623988991294,679.6154,237823,Instagram
1163,484948532,Rakuten,1/14/2023 1:52:42 AM,202966.0,35609.0,0.0005871664105227,576.9955,4752,Twitter
1164,-1390697907,Rakuten,1/14/2023 1:53:48 AM,10140.0,2733.0,0.0020038072337441,0.7221236,80,Twitter
1165,-157280346,Rakuten,1/14/2023 1:55:41 AM,7041.0,1236.0,0.0016531409678388,26.83714,66,Twitter
1166,-957635986,Rakuten,1/14/2023 1:55:58 AM,6097.0,1070.0,0.0,1.222098,0,Instagram Story
1168,1763579536,Rakuten,1/14/2023 2:02:00 AM,461206.0,80914.0,0.0,340.3215,0,Instagram Story
1169,-1589313257,Rakuten,1/14/2023 2:03:14 AM,227394.0,39894.0,0.0,376.6441,0,Twitter
1170,818933906,Rakuten,1/14/2023 2:04:13 AM,179458.0,89266.0,0.0003889688532078,1244.016,3148,Twitter
1171,-1704245087,Rakuten,1/14/2023 2:05:39 AM,99088.0,35525.0,0.000367800967818,189.3316,4298,Facebook
1174,234078904,Rakuten,1/14/2023 2:08:50 AM,137569.0,29993.0,0.0003122371638338,307.2616,2527,Twitter
1175,-143403872,Rakuten,1/14/2023 2:48:22 AM,132478.0,39086.0,0.0002633028807262,38.24701,2131,Twitter
1180,-510316716,Rakuten,1/14/2023 2:50:00 AM,344599.0,191579.0,0.0007816412377965,460.2204,9134,Facebook
1184,-356426948,Rakuten,1/14/2023 3:00:30 AM,164275.0,80769.0,0.0003596769851086,125.5141,2911,Twitter
1185,365536726,Rakuten,1/14/2023 3:02:22 AM,2014057.0,2014057.0,0.0079341065725332,776.4036,217828,Instagram
1186,-1094856764,Rakuten,1/14/2023 3:04:34 AM,373702.0,222105.0,0.0012761951396758,341.7092,14913,Facebook
1187,1863948328,Rakuten,1/14/2023 3:06:37 AM,377759.0,66274.0,0.0015378814031132,1063.777,12447,Twitter
1188,-474897582,Rakuten,1/14/2023 3:07:03 AM,8973.0,2223.0,0.0020787937986826,0.4904414,83,Twitter
1189,-917380271,Rakuten,1/14/2023 3:10:07 AM,1037027.0,181935.0,0.0036072615738484,3786.092,29195,Twitter
1190,1324195018,Rakuten,1/14/2023 3:10:39 AM,2526248.0,0.0,0.0077746667092264,9891.029,90851,Facebook
1191,1345510972,Rakuten,1/14/2023 3:10:41 AM,2823111.0,495283.0,0.0218621373039561,14629.03,600217,Instagram
1192,-1060132161,Rakuten,1/14/2023 3:11:00 AM,14160.0,2485.0,0.0048588674330653,37.97932,194,Twitter
1193,230787654,Rakuten,1/14/2023 3:11:38 AM,441297.0,77421.0,0.0,270.3896,0,Instagram Story
1194,-706088004,Rakuten,1/14/2023 3:20:00 AM,226419.0,39723.0,0.0006072817217592,209.4035,4915,Twitter
1195,1442855326,Rakuten,1/14/2023 3:37:06 AM,13251.0,2325.0,0.0021789220597074,13.03118,87,Twitter
1196,-156330338,Rakuten,1/14/2023 3:39:41 AM,146614.0,25722.0,0.0004968043164276,195.6589,4021,Twitter
1197,2090202996,Rakuten,1/14/2023 3:40:39 AM,455196.0,79859.0,0.0020028312159313,527.2051,54987,Instagram
1198,-1396381348,Rakuten,1/14/2023 3:42:05 AM,623122.0,0.0,0.0016785735710281,309.9595,19615,Facebook
1199,-1840024036,Rakuten,1/14/2023 3:48:25 AM,118770.0,28770.0,0.0002825636018297,31.66965,2287,Twitter
1202,-1432128311,Rakuten,1/14/2023 3:50:04 AM,140867.0,62864.0,0.0005545325893582,63.01648,6480,Facebook
1205,-676063168,Rakuten,1/14/2023 4:01:45 AM,27776.0,4873.0,0.0199281099569293,77.8436,2517,Instagram
1206,-533860740,Rakuten,1/14/2023 4:30:30 AM,72512.0,12789.0,0.0001125541211116,1.074192,911,Twitter
1208,-1945506028,Rakuten,1/14/2023 4:32:01 AM,80309.0,28394.0,0.0002616058835907,3.989233,3057,Facebook
1210,684103282,Rakuten,1/14/2023 4:48:09 AM,817537.0,0.0,0.0013188119960802,2826.433,15411,Facebook
1211,27359995,Rakuten,1/14/2023 3:25:00 PM,118825.0,20847.0,0.0004050684076413,269.9187,3279,Twitter
1212,136816117,Rakuten,1/14/2023 4:52:30 PM,137251.0,35528.0,0.0003272368535157,6.378345,2649,Twitter
1213,-1174537451,Rakuten,1/14/2023 7:52:02 PM,548933.0,548933.0,0.0,5.220643,58891,TikTok
1214,411948724,Rakuten,1/14/2023 11:36:30 PM,12783.0,2243.0,0.003375675135027,2.684407,135,Twitter
1215,-768221645,Rakuten,1/15/2023 2:06:57 AM,1009648.0,316245.0,0.0055078709752902,1321.647,151398,Instagram
1216,-2062079966,Rakuten,1/15/2023 3:17:30 AM,10419.0,1828.0,0.0031248437578121,14.41572,125,Twitter
1217,311534985,Rakuten,1/15/2023 8:32:05 AM,27566.0,4837.0,0.0194363230532239,64.06998,2473,Instagram
1218,-752226077,Rakuten,1/15/2023 10:02:00 AM,10959.0,1923.0,0.0027226857171404,41.99268,109,Twitter
1219,-690565862,Rakuten,1/15/2023 10:33:00 AM,8756.0,1537.0,0.0021233013589128,17.25761,85,Twitter
1221,1687421115,Rakuten,1/15/2023 2:40:00 PM,142926.0,127502.0,0.0003818747332311,281.813,3092,Twitter
1223,-63064385,Rakuten,1/15/2023 3:59:56 PM,104213.0,18283.0,0.000201554016044,147.8784,1632,Twitter
1225,-252998598,Rakuten,1/15/2023 4:00:45 PM,376856.0,66116.0,0.0012761211212208,616.8125,35095,Instagram
1227,-115105140,Rakuten,1/15/2023 4:01:42 PM,275832.0,0.0,0.0005625504500531,400.8495,6574,Facebook
1229,-1057894967,Rakuten,1/15/2023 4:45:47 PM,486787.0,85402.0,0.0,234.2623,0,Instagram Story
1231,-1465438587,Rakuten,1/15/2023 8:01:00 PM,263135.0,46165.0,0.0006966429368421,368.4721,5641,Twitter
1232,131523906,Rakuten,1/15/2023 8:01:03 PM,361916.0,0.0,0.0009772324520242,540.5557,11420,Facebook
1233,841054668,Rakuten,1/15/2023 8:01:33 PM,396564.0,69573.0,0.0,141.5025,0,Instagram Story
1234,-291242202,Rakuten,1/15/2023 8:15:30 PM,4621.0,811.0,0.0014731953357137,5.473325,59,Twitter
1235,544919257,Rakuten,1/15/2023 8:47:07 PM,6304.0,1238.0,0.0012234401138548,0.1613813,49,Twitter
1236,1450559081,Rakuten,1/15/2023 9:00:54 PM,8272.0,2084.0,0.0014980899353324,0.3916454,60,Twitter
1237,-171526635,Rakuten,1/15/2023 9:07:57 PM,76624.0,16728.0,9.53375492618503e-05,10.49693,772,Twitter
1238,40779643,Rakuten,1/15/2023 9:08:43 PM,7022.0,1538.0,0.001547987616099,0.1572622,62,Twitter
1239,1926971135,Rakuten,1/15/2023 9:08:56 PM,391880.0,68751.0,0.0,299.2756,0,Instagram Story
1240,-2146522688,Rakuten,1/15/2023 9:20:03 PM,6604.0,1162.0,0.0010736043143912,0.1816445,43,Twitter
1241,1845384314,Rakuten,1/15/2023 9:32:14 PM,3899.0,685.0,0.0,0.004818872,0,Instagram Story
1244,-1653290865,Rakuten,1/15/2023 9:33:05 PM,5768.0,1821.0,0.0016535378820935,0.02974143,72,Twitter
1247,2135735035,Rakuten,1/15/2023 9:57:18 PM,101545.0,17815.0,0.0001965955868242,289.9362,1592,Twitter
1248,785765980,Rakuten,1/15/2023 10:03:03 PM,306972.0,53855.0,0.0006786982478693,921.912,5496,Twitter
1249,1356569101,Rakuten,1/15/2023 10:04:02 PM,1315332.0,0.0,0.0025308780211094,3048.405,29576,Facebook
1250,-1161040862,Rakuten,1/15/2023 10:12:26 PM,2087066.0,655705.0,0.0141292065145967,12080.39,388826,Instagram
1251,-942390357,Rakuten,1/15/2023 10:27:45 PM,112294.0,45015.0,0.0004233247758462,29.59223,4947,Facebook
1252,-1587149415,Rakuten,1/15/2023 10:29:40 PM,154531.0,37065.0,0.0003108323403452,9.346307,2517,Twitter
1254,-1016078170,Rakuten,1/15/2023 11:01:51 PM,572304.0,100405.0,0.0008308262213596,1361.161,6728,Twitter
1255,183345248,Rakuten,1/15/2023 11:01:52 PM,10222.0,1794.0,0.0015982020227244,5.056858,64,Twitter
1256,-2058793860,Rakuten,1/15/2023 11:02:26 PM,1357751.0,238202.0,0.0060401952679843,5932.234,166222,Instagram
1257,-1670055133,Rakuten,1/15/2023 11:02:27 PM,1205775.0,0.0,0.0021121741342657,2733.488,24683,Facebook
1258,285554933,Rakuten,1/15/2023 11:16:52 PM,27919.0,4899.0,0.0197505523260369,35.35016,2521,Instagram
1259,573447202,Rakuten,1/15/2023 11:30:03 PM,8341.0,8341.0,0.0061668705845206,0.01173239,625,Instagram
1260,-109152419,Rakuten,1/15/2023 11:38:53 PM,28732.0,5041.0,0.0140605878974052,44.78005,563,Twitter
1261,-890424784,Rakuten,1/16/2023 12:20:46 AM,390769.0,68556.0,0.0,387.2472,0,Instagram Story
1262,-500058841,Rakuten,1/16/2023 12:25:00 AM,86011.0,16282.0,9.02673964783614e-05,1.261824,731,Twitter
1263,-1150113612,Rakuten,1/16/2023 12:25:01 AM,323289.0,157848.0,0.0009832224933238,3.116855,11490,Facebook
1264,-1052160825,Rakuten,1/16/2023 2:25:00 AM,246301.0,102349.0,0.0009323927142956,32.67064,10896,Facebook
1267,-2141535416,Rakuten,1/16/2023 2:25:30 AM,106810.0,19310.0,0.0001080462205679,5.95487,875,Twitter
1270,-1914667969,Rakuten,1/16/2023 3:33:04 AM,11960.0,2557.0,0.0024973777533589,0.02338525,100,Twitter
1271,-391614437,Rakuten,1/16/2023 6:30:07 AM,173888.0,57046.0,0.0005638266966678,7.064667,6589,Facebook
1279,-1336684463,Rakuten,1/16/2023 11:00:01 AM,15795.0,2509.0,0.003969938328631,2.232522,159,Twitter
1283,-498099541,Rakuten,1/16/2023 11:00:15 AM,16409.0,16409.0,0.0058965027100482,1.749997,755,Instagram
1287,2055838229,Rakuten,1/16/2023 11:31:00 AM,9234.0,1620.0,0.0024218515929291,12.90462,97,Twitter
1288,-1838974637,Rakuten,1/16/2023 1:15:00 PM,79453.0,17079.0,9.85305246454105e-05,1.961733,798,Twitter
1293,1957635285,Rakuten,1/16/2023 3:00:01 PM,640393.0,640393.0,0.0018433320318529,101.9258,50752,Instagram
1296,-133848377,Rakuten,1/16/2023 3:05:53 PM,96202.0,15028.0,0.0001272964602447,11.98756,1031,Twitter
1298,267299573,Rakuten,1/16/2023 4:34:29 PM,111921.0,19636.0,0.0001989094428646,143.6984,1611,Twitter
1299,-1882394394,Rakuten,1/16/2023 4:35:21 PM,263281.0,0.0,0.0004941694423586,258.9538,5775,Facebook
1300,-1050302041,Rakuten,1/16/2023 4:36:23 PM,603315.0,105845.0,0.0023118286404373,1214.219,63651,Instagram
1301,-1730771019,Rakuten,1/16/2023 4:51:20 PM,40926.0,40926.0,0.0024343558282208,30.44547,3968,YouTube
1303,-1961131339,Rakuten,1/16/2023 5:41:44 PM,6549.0,1149.0,0.0,1.067388,0,Instagram Story
1305,-835382503,Rakuten,1/16/2023 6:28:31 PM,482171.0,84592.0,0.0,182.0258,0,Instagram Story
1306,-833616936,Rakuten,1/16/2023 6:30:50 PM,6111.0,1073.0,0.0,0.1467294,0,Instagram Story
1307,-1465152443,Rakuten,1/16/2023 6:32:30 PM,196853.0,0.0,0.0005793120562369,1513.56,6770,Facebook
1311,-1737539792,Rakuten,1/16/2023 6:34:21 PM,61942.0,0.0,6.25977395178418e-05,156.815,507,Twitter
1315,886822948,Rakuten,1/16/2023 7:36:07 PM,4614.0,810.0,0.0011731522851508,13.222,47,Twitter
1316,504087287,Rakuten,1/16/2023 7:37:10 PM,266800.0,46808.0,0.0007194352081738,458.1904,5827,Twitter
1317,-1130087973,Rakuten,1/16/2023 7:37:44 PM,560776.0,0.0,0.0016948086537412,881.9323,19806,Facebook
1318,990812346,Rakuten,1/16/2023 7:38:45 PM,427634.0,75024.0,0.0,148.9923,0,Instagram Story
1319,-1335740593,Rakuten,1/16/2023 7:47:02 PM,6304.0,1106.0,0.0,2.368122,0,Instagram Story
1321,1194344259,Rakuten,1/16/2023 8:12:34 PM,65186.0,12315.0,0.0001393881711173,20.20266,1129,Twitter
1322,2104805682,Rakuten,1/16/2023 8:30:22 PM,247690.0,43455.0,0.000758420810583,1222.246,6143,Twitter
1323,1955583106,Rakuten,1/16/2023 8:41:24 PM,417330.0,73216.0,0.0,178.5506,0,Instagram Story
1324,95787642,Rakuten,1/16/2023 9:03:25 PM,2871375.0,1561282.0,0.0192816086947684,27005.69,531233,Instagram
1325,369139738,Rakuten,1/16/2023 9:14:48 PM,5350.0,939.0,0.0014478282576135,5.360445,58,Twitter
1326,-972167992,Rakuten,1/16/2023 9:50:31 PM,63786.0,19075.0,0.0001071641850379,6.539128,868,Twitter
1327,-322660740,Rakuten,1/16/2023 9:53:47 PM,416666.0,73100.0,0.0,250.5169,0,Instagram Story
1328,605724826,Rakuten,1/16/2023 9:54:18 PM,93728.0,16444.0,0.000194694675045,103.4335,1577,Twitter
1329,954662301,Rakuten,1/16/2023 9:54:32 PM,128729.0,66119.0,0.0003634177699908,17.29094,4247,Facebook
1330,-1106948030,Rakuten,1/16/2023 9:54:37 PM,7476.0,1312.0,0.0018972016275992,14.45771,76,Twitter
1331,1072523489,Rakuten,1/16/2023 10:17:00 PM,14648.0,3640.0,0.0043187378301462,0.2029449,173,Twitter
1332,1263533284,Rakuten,1/16/2023 10:21:35 PM,55919.0,55919.0,0.0518417037705888,1.444636,6660,Instagram
1333,-174700213,Rakuten,1/16/2023 10:26:41 PM,102367.0,22967.0,0.000293466862196,13.93155,2377,Twitter
1334,-1262531886,Rakuten,1/16/2023 10:27:33 PM,9164.0,1972.0,0.0019971041989115,0.4707972,80,Twitter
1335,86950474,Rakuten,1/16/2023 10:28:38 PM,824870.0,824870.0,0.0032133897227279,55.18995,88533,Instagram
1336,390978381,Rakuten,1/16/2023 10:29:23 PM,233053.0,48066.0,0.0008659551118204,1483.673,7014,Twitter
1337,138102728,Rakuten,1/16/2023 10:29:38 PM,266447.0,134182.0,0.0010616727742586,39.23501,12407,Facebook
1338,1654289746,Rakuten,1/16/2023 10:30:30 PM,720074.0,126329.0,0.0030277537509256,1259.083,24524,Twitter
1339,1705147654,Rakuten,1/16/2023 10:31:12 PM,10431.0,1830.0,0.0042188826202007,8.964939,169,Twitter
1340,-1702854522,Rakuten,1/16/2023 10:32:20 PM,3117639.0,546955.0,0.0154951058535211,4542.925,426910,Instagram
1341,1855734009,Rakuten,1/16/2023 10:34:20 PM,423070.0,74223.0,0.0,39.78631,0,Instagram Story
1342,1573344051,Rakuten,1/16/2023 10:39:31 PM,238942.0,238942.0,0.0,28.30372,28657,TikTok
1343,1129158710,Rakuten,1/16/2023 10:45:51 PM,7579.0,1880.0,0.0018971542685971,0.01227107,76,Twitter
1346,-1947453161,Rakuten,1/16/2023 10:56:54 PM,15138.0,2656.0,0.0064654634414239,12.55184,259,Twitter
1347,720981142,Rakuten,1/16/2023 11:02:45 PM,41222.0,7232.0,0.0350904505402123,49.63785,4508,Instagram
1348,1434236703,Rakuten,1/16/2023 11:06:49 PM,269947.0,47360.0,0.0012079188314101,762.5015,9784,Twitter
1349,-257065168,Rakuten,1/16/2023 11:08:12 PM,2048883.0,359454.0,0.0145493058761698,5911.829,400852,Instagram
1350,-44036656,Rakuten,1/16/2023 11:09:11 PM,1370148.0,0.0,0.0048911222780569,2413.985,57159,Facebook
1351,-1354081630,Rakuten,1/16/2023 11:11:03 PM,24051.0,4220.0,0.0149920602796027,21.36207,1926,Instagram
1352,587174813,Rakuten,1/16/2023 11:18:06 PM,130374.0,33095.0,0.0004211156342049,1.385819,3411,Twitter
1353,-96861049,Rakuten,1/16/2023 11:21:26 PM,1191958.0,536393.0,0.0036961307174441,5.265962,43194,Facebook
1354,827153826,Rakuten,1/17/2023 12:00:35 AM,153432.0,26918.0,0.0006069108079382,233.1208,4916,Twitter
1356,1785509521,Rakuten,1/17/2023 12:04:00 AM,7677.0,1347.0,0.000973612602042,7.129316,39,Twitter
1357,1471007141,Rakuten,1/17/2023 1:31:30 AM,8230.0,1444.0,0.0008487480965575,10.29436,34,Twitter
1358,-382219666,Rakuten,1/17/2023 2:10:41 AM,117655.0,26568.0,0.0003133134514674,2.987829,2538,Twitter
1359,803315158,Rakuten,1/17/2023 2:34:38 AM,267509.0,46932.0,0.0011705307224811,1084.689,9482,Twitter
1361,-915418992,Rakuten,1/17/2023 2:35:09 AM,2185236.0,0.0,0.016910139928163,10313.24,465896,Instagram
1362,-1100920036,Rakuten,1/17/2023 2:35:12 AM,756886.0,0.0,0.0017986911997193,1768.389,21020,Facebook
1363,53190166,Rakuten,1/17/2023 9:34:30 AM,24887.0,5730.0,0.005190656817728,0.3128266,208,Twitter
1364,-968257452,Rakuten,1/17/2023 2:44:19 PM,615221.0,0.0,0.0033216301272962,3611.025,91562,Instagram
1365,2041907518,Rakuten,1/17/2023 2:45:02 PM,356468.0,0.0,0.0007562682210753,1175.264,8838,Facebook
1366,-1141621529,Rakuten,1/17/2023 2:45:30 PM,118556.0,20800.0,0.0002861063992423,518.2958,2318,Twitter
1367,1090408926,Rakuten,1/17/2023 4:05:00 PM,117208.0,20563.0,0.0003035026476563,339.6308,2459,Twitter
1368,-1816646073,Rakuten,1/17/2023 4:05:25 PM,1153080.0,0.0,0.0064791776322627,4670.9,178601,Instagram
1369,-1126175144,Rakuten,1/17/2023 10:07:43 PM,6271.0,6271.0,0.0053601511052121,1.904194,420,Instagram
1371,1952693999,Rakuten,1/17/2023 10:39:40 PM,286.0,87.0,0.0002893518518518,0.0893346,1,Twitter
1373,-606689351,Rakuten,1/17/2023 11:02:00 PM,12066.0,2117.0,0.0040141617632392,30.11675,161,Twitter
1374,-804623416,Rakuten,1/18/2023 3:04:30 AM,19966.0,3503.0,0.0030660318568188,11.80773,123,Twitter
1376,-692588267,Rakuten,1/18/2023 6:22:22 PM,24667.0,0.0,0.0873270904301535,184.1436,6332,Instagram
1378,42982459,Rakuten,1/18/2023 6:22:43 PM,108911.0,0.0,0.0797057392996109,247.3415,1311,Twitter
1380,1346949955,Rakuten,1/18/2023 6:23:36 PM,2670.0,0.0,0.0010010725777618,6.41373,42,Facebook
1382,-1471877085,Rakuten,1/18/2023 6:24:00 PM,383008.0,67195.0,0.0,81.6805,0,Instagram Story
1383,-1851499905,Rakuten,1/18/2023 6:35:21 PM,102865.0,27347.0,0.0003588716336531,1.474501,4194,Facebook
1387,-860636597,Rakuten,1/18/2023 7:05:57 PM,2748.0,2748.0,0.0022091601246597,0.1870743,224,Instagram
1388,913410789,Rakuten,1/18/2023 7:06:06 PM,1731.0,412.0,0.000137769511607,0.08886769,6,Twitter
1389,1390349018,Rakuten,1/18/2023 7:06:20 PM,4045.0,823.0,0.0009933043926127,0.2382601,54,Facebook
1390,469572965,Rakuten,1/18/2023 7:44:04 PM,527162.0,212647.0,0.0019945246355188,96.16037,55078,Instagram
1393,-1778164267,Rakuten,1/18/2023 7:45:00 PM,146190.0,44036.0,0.0006824893061558,28.04037,7976,Facebook
1394,-1211882111,Rakuten,1/19/2023 4:05:29 AM,89134.0,16527.0,9.3995732692419e-05,0.8855472,762,Twitter
1395,1647789679,Rakuten,1/19/2023 4:06:31 AM,109718.0,42682.0,0.0003779565343995,3.22965,4417,Facebook
1396,-480902165,Rakuten,1/19/2023 7:08:31 AM,12894.0,2810.0,0.0015939827152499,0.02277267,64,Twitter
1398,1687958054,Rakuten,1/19/2023 9:29:59 AM,16566.0,16566.0,0.005876345233377,1.552863,771,Instagram
1406,-1668783708,Rakuten,1/19/2023 9:30:00 AM,95497.0,18712.0,0.0091400393494882,9.553714,367,Twitter
1413,1048497503,Rakuten,1/19/2023 11:33:00 AM,10732.0,1883.0,0.0025400303807555,26.61435,102,Twitter
1415,-764421784,Rakuten,1/19/2023 2:02:30 PM,216502.0,35790.0,0.0005801932102593,388.9462,4704,Twitter
1416,1407951260,Rakuten,1/19/2023 3:55:00 PM,137714.0,24161.0,0.0002939122908002,184.8861,2383,Twitter
1418,1880787568,Rakuten,1/19/2023 3:55:02 PM,499591.0,0.0,0.0010286911740231,546.3953,12022,Facebook
1420,-269221064,Rakuten,1/19/2023 3:55:27 PM,400399.0,70246.0,0.0013913695490697,593.6216,38441,Instagram
1422,-1008394550,Rakuten,1/19/2023 3:57:54 PM,473971.0,83153.0,0.0,215.6048,0,Instagram Story
1424,271985212,Rakuten,1/19/2023 4:54:51 PM,140525.0,134176.0,0.0002730633040659,51.19455,2214,Twitter
1430,-1617752406,Rakuten,1/19/2023 5:14:17 PM,647716.0,0.0,0.0014394146505919,1873.644,16822,Facebook
1431,-2040576726,Rakuten,1/19/2023 5:14:23 PM,1457841.0,313386.0,0.0081620263325453,7840.083,225650,Instagram
1432,1621605924,Rakuten,1/19/2023 6:25:30 PM,85233.0,13570.0,0.0001672383933965,11.16941,1356,Twitter
1435,1756936341,Rakuten,1/19/2023 8:02:00 PM,69749.0,9391.0,0.0001034736179889,0.8960286,839,Twitter
1437,641248747,Rakuten,1/19/2023 10:33:30 PM,9278.0,1988.0,0.0018926659195617,0.3824961,76,Twitter
1439,-1714661417,Rakuten,1/20/2023 12:09:37 AM,421036.0,73866.0,0.0011216480666709,672.6141,9095,Twitter
1440,1841273685,Rakuten,1/20/2023 12:10:39 AM,9387.0,1647.0,0.0026145418326693,33.66669,105,Twitter
1441,-428440098,Rakuten,1/20/2023 12:15:25 AM,417252.0,73203.0,0.0,136.5531,0,Instagram Story
1442,-1323798265,Rakuten,1/20/2023 12:16:57 AM,620635.0,0.0,0.0019196188486137,678.7236,22434,Facebook
1443,-1843788039,Rakuten,1/20/2023 12:50:24 AM,400573.0,70276.0,0.0,18.92725,0,Instagram Story
1445,325035861,Rakuten,1/20/2023 12:52:53 AM,89801.0,13256.0,0.000177952093274,16.07103,1443,Twitter
1447,161087196,Rakuten,1/20/2023 12:53:54 AM,16181.0,3674.0,0.0031374501992031,0.6707799,126,Twitter
1448,-744746257,Rakuten,1/20/2023 12:56:53 AM,106808.0,39742.0,0.0004258689047673,42.40297,4977,Facebook
1450,1504221215,Rakuten,1/20/2023 12:59:29 AM,4739.0,832.0,0.0011951893628146,9.143312,48,Twitter
1451,-995960748,Rakuten,1/20/2023 1:09:52 AM,9680.0,2207.0,0.0018674368806334,1.000721,75,Twitter
1452,-1431149950,Rakuten,1/20/2023 1:11:39 AM,83205.0,18152.0,0.0001720317554588,4.071674,1395,Twitter
1453,1118916474,Rakuten,1/20/2023 1:18:36 AM,14203.0,3007.0,0.0021164284647178,0.9746726,85,Twitter
1454,-888754630,Rakuten,1/20/2023 1:22:08 AM,30444.0,7580.0,0.0055276131666749,0.8258575,222,Twitter
1455,1090030536,Rakuten,1/20/2023 1:24:32 AM,679316.0,394273.0,0.0015830823000001,116.9381,18501,Facebook
1456,542952316,Rakuten,1/20/2023 1:28:58 AM,2823889.0,1444586.0,0.0189476205532013,5501.053,523832,Instagram
1457,784764641,Rakuten,1/20/2023 1:31:15 AM,1937145.0,1268314.0,0.0054898132560794,138.9788,44517,Twitter
1458,-492104813,Rakuten,1/20/2023 1:34:20 AM,406197.0,71263.0,0.0,5.240696,0,Instagram Story
1459,312136699,Rakuten,1/20/2023 1:37:16 AM,229460.0,40257.0,0.0006947895714971,590.7581,5634,Twitter
1460,-40254623,Rakuten,1/20/2023 1:41:36 AM,3267738.0,737351.0,0.0209899537808304,11646.04,580295,Instagram
1461,1963080040,Rakuten,1/20/2023 1:42:19 AM,344049.0,117231.0,0.0011320552290038,55.60809,9180,Twitter
1464,-728694316,Rakuten,1/20/2023 1:42:56 AM,1770544.0,734650.0,0.0057366090241937,92.78488,67042,Facebook
1467,-620017444,Rakuten,1/20/2023 1:46:50 AM,61074.0,61074.0,0.0550872214339371,4.205027,7260,Instagram
1468,-986404098,Rakuten,1/20/2023 1:47:08 AM,758215.0,758215.0,0.0,29.42847,107254,TikTok
1469,1272186297,Rakuten,1/20/2023 1:54:25 AM,66727.0,16343.0,0.0155849329051211,5.71704,626,Twitter
1472,-1685208032,Rakuten,1/20/2023 2:00:21 AM,10869.0,2624.0,0.0017178280678168,0.3602076,69,Twitter
1474,-884649642,Rakuten,1/20/2023 2:03:04 AM,13895.0,2438.0,0.0048547314960041,63.87865,195,Twitter
1475,1453290260,Rakuten,1/20/2023 2:04:49 AM,396845.0,69622.0,0.0,59.44381,0,Instagram Story
1476,-100660094,Rakuten,1/20/2023 2:08:01 AM,9772.0,2634.0,0.00186720442154,1.723633,75,Twitter
1477,-1856054287,Rakuten,1/20/2023 2:18:51 AM,394305.0,69177.0,0.0,505.9089,0,Instagram Story
1478,70031150,Rakuten,1/20/2023 2:29:44 AM,116653.0,20466.0,0.0002212295801952,337.4682,1794,Twitter
1479,264753296,Rakuten,1/20/2023 2:42:32 AM,124406.0,35818.0,0.0002180165524874,15.46724,1768,Twitter
1480,-179657368,Rakuten,1/20/2023 2:45:11 AM,20616.0,5256.0,0.0020165807752632,0.1377411,81,Twitter
1481,-1826656339,Rakuten,1/20/2023 2:53:44 AM,378220.0,66355.0,0.0006618304254063,711.2872,5367,Twitter
1482,1579092379,Rakuten,1/20/2023 2:58:05 AM,389391.0,68315.0,0.0,148.0077,0,Instagram Story
1483,595116311,Rakuten,1/20/2023 3:01:55 AM,168777.0,71187.0,0.0003656170067521,8.774621,2965,Twitter
1484,1138104378,Rakuten,1/20/2023 3:02:33 AM,258424.0,127519.0,0.0009795754916167,6.058692,11448,Facebook
1485,-215267643,Rakuten,1/20/2023 3:03:33 AM,27699.0,7096.0,0.0034601214776461,0.7928846,139,Twitter
1487,2032170333,Rakuten,1/20/2023 3:14:16 AM,877338.0,153919.0,0.0015771730892591,1769.29,12790,Twitter
1488,-1399575468,Rakuten,1/20/2023 3:14:39 AM,1303385.0,0.0,0.0029037451604247,2555.08,33936,Facebook
1489,-998122309,Rakuten,1/20/2023 3:15:05 AM,1501199.0,263369.0,0.0066616458660087,4627.263,184170,Instagram
1490,592647097,Rakuten,1/20/2023 3:16:30 AM,381393.0,66912.0,0.0,247.0002,0,Instagram Story
1491,-1778134097,Rakuten,1/20/2023 3:18:26 AM,9387.0,1647.0,0.0023896647001717,13.64163,96,Twitter
